Game Name;Release Name;Package Name;Version Code;Last Updated;Size (MB);Downloads;Rating;Rating Count
Cloudlands 2;Cloudlands 2 v35+1.31 -VRP;com.futuretown.cloudlands2;35;2026-04-15 23:35 UTC;307;0;0;0
Clumsy Crew;Clumsy Crew v2+0.0.2 -VRP;com.frostpunchgames.clumsycrew;2;2026-04-15 23:35 UTC;172;0;0;0
Coaster Combat;Coaster Combat v708443+1.0 -VRP v76;com.forcefieldxr.coastercombatquest;708443;2026-04-16 01:00 UTC;1146;0;0;0
CoasterMania;CoasterMania v10227+1.3.1 -JF;com.fourthwallstudios.coastermania;10227;2026-04-17 20:52 UTC;2300;0;0;0
CoDo Fit;CoDo Fit v1603+1.6 -JF;com.ecume.codo;1603;2026-04-15 23:35 UTC;937;0;0;0
CoDo Spaces;CoDo Spaces v1602+1.6 -JF;com.matia.spaces;1602;2026-04-15 23:35 UTC;1152;0;0;0
Coffee Quest VR;Coffee Quest VR v61+0.2.4.1 -JF;com.keycapgames.coffeequest;61;2026-05-13 15:28 UTC;523;0;0;0
Coffee Shop Simulator VR;Coffee Shop Simulator VR v139+1.3.9 -VRP v76;com.bendisgames.coffeeshopsimulatorvr;139;2026-04-16 00:06 UTC;890;0;0;0
Coffin Rot Brewing Co.;Coffin Rot Brewing Co. v16+1.0.16 -VRP v76;com.noonerbearstudio.coffinrotbrewingco;16;2026-04-15 23:37 UTC;236;0;0;0
Cold VR;Cold VR v156+2.50 -VRP;com.perp.coldvr;156;2026-04-16 00:32 UTC;1882;0;0;0
Color Connect;Color Connect v71+2.2.3 -VRP v76;com.devmattsanders.colourconnectvr;71;2026-04-15 23:37 UTC;755;0;0;0
Color Invader VR;Color Invader VR v39+39.0 -JF;com.miltan.colorinvader;39;2026-04-26 10:44 UTC;93;0;0;0
Color Space;Color Space v330+1.7 -VRP v76;us.lighthaus.colorspace;330;2026-04-16 00:06 UTC;932;0;0;0
Colorball;Colorball v35+0.6.5 -VRP v76;at.appscore.colorball;35;2026-04-15 23:38 UTC;1074;0;0;0
Colorway Antics;Colorway Antics v1112+1.1.2 -VRP v76;com.insight.colorwayantics;1112;2026-04-16 00:24 UTC;273;0;0;0
Colossal Cave;Colossal Cave v20014+2.0014 -VRP v76;com.cygnusentertainment.colossalcave3dadventure;20014;2026-04-16 00:25 UTC;2794;0;0;0
Combots;Combots v1+1.0 -VRP v76;com.hardedgegames.combots;1;2026-04-15 23:38 UTC;360;0;0;0
Comfort Racing;Comfort Racing v141+1.41 -VRP;com.artisoft.virtualcars;141;2026-04-16 00:07 UTC;372;0;0;0
Compass;Compass v10380+1.0.2.4-1-0-2-4-14775389583 -JF;com.trebuchet.compass;10380;2026-06-24 09:50 UTC;2043;0;0;0
COMPOUND;COMPOUND v13+1.0.12 -VRP v76;com.notdead.compoundquest;13;2026-04-15 23:44 UTC;245;0;0;0
Connor;Connor v4+4 -VRP v76;com.moonshinegames.connor;4;2026-04-16 00:25 UTC;1327;0;0;0
Conscious Existence - A Journey Within;Conscious Existence - A Journey Within v15+1.0.15 -VRP v76;com.epicscapes.consciousexistencevr;15;2026-04-16 00:27 UTC;9688;0;0;0
CONSORTIUM VR;CONSORTIUM VR v110101+1.1.1 -VRP v76;com.idgi.consortiumvr;110101;2026-04-16 21:27 UTC;2420;0;0;0
Containment Initiative 2- Recon;Containment Initiative 2- Recon v65+1.3.3 -VRP;com.gwyngames.containmentinitiative2recon;65;2026-04-16 00:25 UTC;3170;0;0;0
Containment Initiative- Recon;Containment Initiative- Recon v8+1.1.1 -VRP v76;com.gwyngames.containmentinitiativerecon;8;2026-04-16 00:25 UTC;1990;0;0;0
Contour;Contour v485+8.1 -JF;com.ddxr.contour;485;2026-04-29 21:35 UTC;125;0;0;0
Contractors;Contractors v181+3.9 -VRP;com.cavemanstudio.contractorsvr;181;2026-04-16 00:08 UTC;11245;0;0;0
Control Tower VR;Control Tower VR v37+1.03 -VRP v76;com.digitalemergence.controltowervr;37;2026-04-15 23:40 UTC;312;0;0;0
Cook-Out;Cook-Out v120010625+1.20.0.10625-release -JF;com.resolutiongames.cookinggame;120010625;2026-04-18 12:36 UTC;693;0;0;0
Cookie Gardening;Cookie Gardening v265+2.65 -VRP v76;com.knipscherinteractive.cookiegardening;265;2026-04-15 23:41 UTC;549;0;0;0
CookieRun- The Darkest Night - Chapter1;CookieRun- The Darkest Night - Chapter1 v10323+1.0.323 -VRP v76;com.devsisters.cvr;10323;2026-04-16 00:47 UTC;4258;0;0;0
Cooking Adventure VR- Tycoon;Cooking Adventure VR- Tycoon v1+1.0 -VRP v76;com.stoicent.cookingadventure;1;2026-04-16 00:08 UTC;930;0;0;0
Cooking Clash;Cooking Clash v14030+2.04.3 -JF;com.tychemobile.cookingclash;14030;2026-06-24 09:50 UTC;870;0;0;0
Cooking Simulator VR;Cooking Simulator VR v10401+1.4.1 -VRP v76;com.gameboomvr.cookingsimulatorvr;10401;2026-04-16 00:58 UTC;3776;0;0;0
Copter Strike VR;Copter Strike VR v30000+3.00.0 -VRP v76;com.hypergamey.copterstrikevr;30000;2026-04-16 00:08 UTC;1079;0;0;0
Corridor;Corridor v27+1.4.0 -VRP;com.mefis.corridor;27;2026-04-16 00:20 UTC;2047;0;0;0
Cosmic Storm Attack;Cosmic Storm Attack v20+0.40 -VRP v76;com.losterrorstudios.cosmicstorm;20;2026-04-16 00:18 UTC;173;0;0;0
Cosmic Sugar;Cosmic Sugar v7+3 -VRP v76;com.lightclinic.cosmicsugar;7;2026-04-16 00:16 UTC;225;0;0;0
Cosmic Survivor;Cosmic Survivor v30+1.1.2 -VRP v76;com.kitsumo.cosmicsurvivor;30;2026-04-16 00:22 UTC;234;0;0;0
Cosmic XR - Space In Your Room;Cosmic XR - Space In Your Room v323+2.0.24 -JF;com.brdystudios.cosmicxr;323;2026-06-14 19:30 UTC;655;0;0;0
Cosmodread;Cosmodread v10028+1.0.0.28 -VRP v76;com.whitedoorgames.cosmodread;10028;2026-04-15 23:58 UTC;749;0;0;0
Cosmonious High;Cosmonious High v1687+27787 -VRP;com.owlchemylabs.cosmonioushigh;1687;2026-04-15 23:58 UTC;1100;0;0;0
Cosmonious High;Cosmonious High (Quest 1) v1682+27532 -VRP v76;com.owlchemylabs.cosmonioushigh;1682;2026-04-16 00:23 UTC;1059;0;0;0
Cosmos Crash;Cosmos Crash v4+1.0.4 -VRP v76;com.supzero.vr.quest.cosmoscrash;4;2026-04-16 00:24 UTC;213;0;0;0
Cosmotic Blast;Cosmotic Blast v59+1.3.8 -VRP v76;com.thetarez.cosmoticblast;59;2026-04-15 23:59 UTC;252;0;0;0
Counter Fight ICHIRAN;Counter Fight ICHIRAN v96+1.1.0_96 -VRP v76;jp.tricol.ichiranvr;96;2026-04-16 00:00 UTC;622;0;0;0
Cover Drive Cricket;Cover Drive Cricket v845+1.55.16 -VRP v76;io.mphillips.coverdrivecricket21;845;2026-04-16 00:00 UTC;449;0;0;0
Cowboy Rush;Cowboy Rush v14+14 -VRP v76;com.zigagames.cowboyrush;14;2026-04-16 00:23 UTC;777;0;0;0
CPR;CPR v1+1.18 -VRP;com.dualgoodhealth.bls;1;2026-04-16 00:08 UTC;257;0;0;0
CPR Simulator;CPR Simulator v6+2.3 -VRP;com.aatevr.sundsim.cpr;6;2026-04-16 00:04 UTC;295;0;0;0
Crack the code;Crack the code v35+1.35 -VRP;com.artisoft.crackthecode;35;2026-04-16 00:31 UTC;163;0;0;0
Crafting Crimes;Crafting Crimes v111+1.0.111 -JF;com.targo.crafting_crimes;111;2026-05-07 20:46 UTC;3892;0;0;0
Crash Course Coordination;Crash Course Coordination v6+1.6 -VRP v76;com.lobaki.c3q;6;2026-04-16 00:49 UTC;308;0;0;0
Crashland;Crashland v103+2.007 -VRP;com.lacgames.crashland;103;2026-04-16 00:48 UTC;1433;0;0;0
Crazy Cook;Crazy Cook v17+0.17 -VRP v76;com.junglevr.crazycookvrtest;17;2026-04-16 00:03 UTC;369;0;0;0
Crazy Croquet;Crazy Croquet v3+1.0.6 -VRP v76;de.selfox.crazycroquet;3;2026-04-16 00:03 UTC;70;0;0;0
Crazy Doctor- Treat or Trick;Crazy Doctor- Treat or Trick v49+0.0.9 -VRP;com.doctorvr.eden1;49;2026-04-16 00:03 UTC;832;0;0;0
Crazy Taxi VR;Crazy Taxi VR v13+1.0.12 -VRP;com.banka.crazy.taxi.challenge.stunt;13;2026-04-16 00:31 UTC;167;0;0;0
Creed- Rise to Glory - Championship Edition;Creed- Rise to Glory - Championship Edition v386950+CRU-386950 -VRP v76;com.survios.creed;386950;2026-04-16 21:28 UTC;4150;0;0;0
Crepe Master!;Crepe Master! v930+1.1.2.5062 -JF;com.hallucinations.crepemasterrelease;930;2026-06-26 09:55 UTC;1481;0;0;0
Cricket Frenzy Ultimate - Bat like a Pro;Cricket Frenzy Ultimate - Bat like a Pro v72+0.7.2 -VRP v76;com.rsquaregames.vrcricketfrenzyultimate;72;2026-04-16 00:40 UTC;140;0;0;0
Cricket X;Cricket X v185+2.3.22b -VRP v76;com.xrevstudio.cricketx;185;2026-04-16 00:04 UTC;530;0;0;0
CricketR;CricketR v8+1.93 -VRP v76;com.mmw.cricketr;8;2026-04-16 00:20 UTC;136;0;0;0
CricketR The Women's Edition - The VR Cricket Game;CricketR The Women's Edition - The VR Cricket Game v3+0.1.2 -VRP v76;com.mmw.cricketr_womens;3;2026-04-16 00:15 UTC;251;0;0;0
CricVRX Cricket;CricVRX Cricket v6+1.0.5 -VRP v76;com.skippyapps.cricvrx;6;2026-04-16 00:04 UTC;102;0;0;0
Crimen - Mercenary Tales;Crimen - Mercenary Tales v24325+1.2 -VRP v76;com.epicgames.crimen;24325;2026-04-16 00:40 UTC;6927;0;0;0
Crisis Brigade 2 reloaded;Crisis Brigade 2 reloaded v222+2.22 -VRP v76;com.sumalab.crisisbrigade2reloaded;222;2026-04-16 00:41 UTC;4583;0;0;0
Crisis VRigade;Crisis VRigade v30+1.30 -VRP v76;com.sumalab.crisisvrigade;30;2026-04-16 00:19 UTC;1096;0;0;0
Crop Craze;Crop Craze v132+1.3.2 -VRP v76;com.picoplanetdeveloping.farmgame;132;2026-04-16 00:22 UTC;70;0;0;0
Cross Craft;Cross Craft v239+1.0 -JF;com.coalcarstudio.crosscraft;239;2026-05-29 21:22 UTC;1785;0;0;0
Crossings;Crossings v725+0.000725 -JF;com.neatcorporation.crossings;725;2026-06-26 13:40 UTC;1383;0;0;0
Crowbar Climber;Crowbar Climber v144+3.0.2 -JF;com.shibuya_nobuaki_md.crowbar_climber_md;144;2026-06-20 05:36 UTC;1474;0;0;0
Crowd Control VR;Crowd Control VR v41+1.0.1 -VRP v76;com.celosyagames.crowdcontrol;41;2026-04-16 00:31 UTC;186;0;0;0
Crumbling;Crumbling v10+1.1.7 -VRP v76;com.crumblinggames.crumbling;10;2026-04-16 00:34 UTC;836;0;0;0
Crunchies;Crunchies v3+1.02 -VRP v76;space.vroom.crunchies;3;2026-04-16 21:29 UTC;2004;0;0;0
Crush Lab;Crush Lab v5+1.3 -VRP;com.teamx.justbreakit;5;2026-04-16 00:18 UTC;327;0;0;0
Crystal Commanders;Crystal Commanders v809+2.4.2 -VRP;com.db.basecamp;809;2026-04-16 00:46 UTC;0;0;0;0
Crystal Commanders (MR-Fix);Crystal Commanders (MR-Fix) v809+2.4.2 -VRP;com.mrf.db.basecamp;809;2026-04-16 00:18 UTC;969;0;0;0
Crystal Rift;Crystal Rift v28+1.73 -VRP v76;com.psytecgames.crystalrift;28;2026-04-16 00:18 UTC;886;0;0;0
Cube Master;Cube Master v6+1.1.0 -VRP v76;com.indiegamestudio.cubemaster;6;2026-04-16 00:32 UTC;143;0;0;0
CubeHook;CubeHook v7+1.4.1 -VRP v76;com.arcarvestudio.cubehook;7;2026-04-16 00:19 UTC;213;0;0;0
Cubesc VR;Cubesc VR v4+0.0.4 -JF;net.redelsoft.cubesc.vr;4;2026-04-16 00:19 UTC;64;0;0;0
Cubism;Cubism v361+1.8.0 -VRP;com.tvb.cubism;361;2026-04-16 00:19 UTC;0;0;0;0
CUBUS;CUBUS v22+1.8.1 -VRP;com.blekolgames.cubus;22;2026-04-15 23:37 UTC;118;0;0;0
CUBUS 2 -COLORS;CUBUS 2 -COLORS v5+1.3.1 -VRP;com.blekolgames.cubus2colors;5;2026-04-15 23:35 UTC;103;0;0;0
Cueist 2;Cueist 2 v10+1.17 -VRP v76;com.saitarasoft.new2021poolgame;10;2026-04-16 00:19 UTC;258;0;0;0
Cues (MR-Fix);Cues (MR-Fix) v7+EA -VRP v76;no.mrf.ragrets.bricks;7;2026-04-16 00:20 UTC;360;0;0;0
CueScope;CueScope v12+0.1.11 -VRP v76;com.etheri.cuescope;12;2026-04-16 00:35 UTC;534;0;0;0
CuriosityXR - Interactive AI Chat;CuriosityXR - Interactive AI Chat v54+0.25 -VRP v76;com.aadityavaze.curiosityxr;54;2026-04-16 00:20 UTC;120;0;0;0
Curling One;Curling One v13+1.0 -VRP v76;com.hackinshackinc.curlingone;13;2026-04-16 00:54 UTC;385;0;0;0
Cursed Echoes;Cursed Echoes v27+1.06 -JF;com.interactive84.cursedechoes;27;2026-06-16 19:45 UTC;2630;0;0;0
CURSED NIGHT - The House;CURSED NIGHT - The House v35+3.5 -VRP v76;com.vrpirates.cursednightthehouse;35;2026-04-15 23:07 UTC;343;0;0;0
Custom Home Mapper;Custom Home Mapper v64+6.4 -VRP;com.curiousvr.customhomemapper;64;2026-04-16 00:32 UTC;356;0;0;0
Cyber Boxer;Cyber Boxer v6+1.0 -VRP;com.foltztech.cyberboxerea;6;2026-04-16 00:40 UTC;206;0;0;0
Cyber Cycle;Cyber Cycle v1+0.1 -VRP v76;com.syntheon.cc2;1;2026-04-16 00:35 UTC;167;0;0;0
Cyber Dose;Cyber Dose v9+0.2.5 -VRP v76;com.usagixr.cyberdose;9;2026-04-16 00:33 UTC;850;0;0;0
Cyber Gun;Cyber Gun v5+1 -VRP v76;com.cs.cybergun;5;2026-04-16 00:33 UTC;194;0;0;0
CYBER TENNIS;CYBER TENNIS v224+1.7.9 -VRP v76;jp.co.techarts.cybertennis;224;2026-04-15 23:07 UTC;719;0;0;0
Cyberblade;Cyberblade v28+2.2 -VRP v76;com.defaultcompany.cyberblade;28;2026-04-16 01:08 UTC;707;0;0;0
Cyberfit Tennis;Cyberfit Tennis v11+1.0 -VRP v76;com.fibrum.cyberfittennis;11;2026-04-16 01:07 UTC;751;0;0;0
CYBRID;CYBRID v82+0.9.9.2 -VRP;com.shada_games.cybrid;82;2026-04-15 23:07 UTC;947;0;0;0
Cybrix;Cybrix v68+1.1.10 -VRP;com.holonautic.cybrix;68;2026-04-16 00:36 UTC;821;0;0;0
D&I Perspectives;D&I Perspectives v19+1.0 -VRP v76;com.makereal.diversityinclusionapplab;19;2026-04-16 00:53 UTC;530;0;0;0
D-Day Invasions;D-Day Invasions v28+2.8 -VRP;com.strangegamesstudios.dde;28;2026-04-16 21:33 UTC;3332;0;0;0
Daedalus;Daedalus v5+1.0.004 -JF;com.verticalrobot.daedalusquest;5;2026-04-21 22:25 UTC;907;0;0;0
Dance Central;Dance Central v131786901+1.2.2 -VRP v76;com.harmonixmusic.dcvrquest;131786901;2026-04-16 00:59 UTC;2885;0;0;0
Dance Collider;Dance Collider v9+1.0 -VRP v76;com.emergeworlds.dancecollider;9;2026-04-16 00:37 UTC;825;0;0;0
Dance Dance Maker;Dance Dance Maker v9+0.9 -VRP v76;com.novia.vr.ddm;9;2026-04-16 01:08 UTC;709;0;0;0
Dance Dash (Discontinued);Dance Dash v41+0.5.5.8234 -VRP v76;com.rebuffreality.dancedash.quest;41;2026-04-16 00:45 UTC;950;0;0;0
Dance Eden;Dance Eden v1232+0.0.20 -VRP;com.dance.edend;1232;2026-04-16 01:22 UTC;3126;0;0;0
Dance Floor VR;Dance Floor VR v10+1.9.0 -VRP;com.defaultcompany.dancefloor;10;2026-04-16 01:07 UTC;394;0;0;0
Dance workout VR (Junior);Dance workout VR(Junior) v4+4 -VRP v76;jijia.danceworkout.danceworkoutvr;4;2026-04-16 00:47 UTC;473;0;0;0
Dance! Dance! Dance!;Dance! Dance! Dance! v615+0.400 -JF;com.vstars.dancedancedance;615;2026-06-26 09:55 UTC;1073;0;0;0
Dancing Arrow;Dancing Arrow v21+9.3.5 -JF;geniesoft.io.dancingarrow;21;2026-05-29 21:22 UTC;493;0;0;0
DANGER- ELECTRIC SHOCK;DANGER- ELECTRIC SHOCK v8+1.3 -VRP v76;com.danger.electric.shock;8;2026-04-16 00:53 UTC;149;0;0;0
Dark Days;Dark Days v42+1.0 -VRP;com.parallelstudio.darkdays;42;2026-04-16 00:38 UTC;920;0;0;0
Dark Den;Dark Den v20+0.9.2 -VRP v76;com.pastelcubetechnologiespvtltd.darkden;20;2026-04-16 00:54 UTC;1739;0;0;0
Dark Harvest;Dark Harvest v1+1 -VRP v76;com.kitungostudios.darkharvest;1;2026-04-16 00:40 UTC;527;0;0;0
Dark Trip;Dark Trip v117+0.0.117 -JF;mobi.itales.darktripvr;117;2026-06-26 19:34 UTC;586;0;0;0
DARKNESS (Delisted);DARKNESS (Delisted) v6+1.06 -JF;com.xenosam.darknessvr;6;2026-04-21 09:18 UTC;41;0;0;0
Darknet Remastered;Darknet: Remastered v27+27 -JF;com.emcneill.darknetremastered;27;2026-06-14 19:52 UTC;457;0;0;0
Darksword- Battle Eternity;Darksword- Battle Eternity v65+1.6.2.11 -JF;com.com2usroca.darksword;65;2026-04-17 20:51 UTC;4826;0;0;0
Dart Racer;Dart Racer v153+2.7.4.153 -VRP;io.piotrjastrzebski.dartracer;153;2026-04-16 01:09 UTC;551;0;0;0
Dash Dash World;Dash Dash World v258+5.0.0 -VRP v76;com.motionx.quest.xkart;258;2026-04-16 01:28 UTC;3852;0;0;0
Data Runner;Data Runner v36+0.0.32 -VRP v76;com.unity.datarunner;36;2026-04-16 01:11 UTC;249;0;0;0
DAVID;DAVID v21+21 -VRP v76;com.twoguys.david;21;2026-04-16 00:49 UTC;492;0;0;0
David Slade Mysteries- Case Files;David Slade Mysteries- Case Files v41+3.5a -JF;com.gearworxproductions.dsmcasefiles;41;2026-06-07 06:53 UTC;2246;0;0;0
DAVIGO;DAVIGO v102+0.5.2A-1493 -VRP;com.davigostudio.davigoquest;102;2026-04-16 00:37 UTC;441;0;0;0
Dawn of Jets;Dawn of Jets v107+1.0.107 -VRP;com.evinteractive.aircombatpilotdawnofjets;107;2026-04-16 01:12 UTC;781;0;0;0
Days of Heroes- D-Day;Days of Heroes- D-Day v11+2.0.1 -JF;com.zenappsstudio.daysofheroesquestfull;11;2026-06-16 19:45 UTC;1193;0;0;0
Days of Heroes- Stalingrad;Days of Heroes- Stalingrad v28+1.1.0b -JF;com.zenappsstudio.daysofheroes_stalingrad;28;2026-06-17 08:27 UTC;1083;0;0;0
Dead and Buried II;Dead and Buried II v3008396+2.0.8396 -VRP v76;com.oculus.dab2;3008396;2026-04-16 21:47 UTC;1645;0;0;0
Dead Effect 2;Dead Effect 2 v1700000087+210517.1355 -VRP v76;com.badflyinteractive.deadeffect2;1700000087;2026-04-16 00:58 UTC;2891;0;0;0
Dead Hook;Dead Hook (Quest 1) v122+1.1.4.12 -VRP v76;com.joyway.deadhook;122;2026-04-16 00:58 UTC;1922;0;0;0
Dead Hook;Dead Hook v465+1.4.6.5 -VRP v76;com.joyway.deadhook;465;2026-04-16 21:41 UTC;1451;0;0;0
Dead Second;Dead Second v178+1.10 -VRP;com.spunge.projectshooter;178;2026-04-16 21:42 UTC;2685;0;0;0
Dead Secret Circle;Dead Secret Circle v249+1.0 -VRP v76;com.robotinvader.ds2;249;2026-04-16 21:43 UTC;1434;0;0;0
Dead Zone- The Survivor;Dead Zone- The Survivor v11+1.8 -VRP v76;com.zombievr22;11;2026-04-16 00:44 UTC;651;0;0;0
DeadZone VR;DeadZone VR v16+0.0.88 -VRP;com.xeowaregamesllc.deadzonevr;16;2026-04-16 01:10 UTC;129;0;0;0
Dealer Simulator;Dealer Simulator v25+v2.5 -VRP v76;games.basit.dealersimulator;25;2026-04-16 00:59 UTC;309;0;0;0
Dear Friend;Dear Friend v42+3.2 -VRP v76;com.transcenderstudiosdearfriend.dearfriend;42;2026-04-16 21:47 UTC;1114;0;0;0
Dear Santa VR;Dear Santa VR v857+1 -VRP;com.alice.games.dear.santa;857;2026-04-16 00:45 UTC;302;0;0;0
Death Game Hotel;Death Game Hotel v220+2.0.27 -JF;com.whiteowls.dgh;220;2026-06-18 16:39 UTC;3254;0;0;0
Death Horizon- Cyberfusion;Death Horizon- Cyberfusion v32+0.4 -VRP;com.dreamdev.dhcyberfusion.metaquestapplab;32;2026-04-16 01:49 UTC;1565;0;0;0
Death Horizon- Reloaded;Death Horizon- Reloaded v198+1.0 -VRP;com.dreamdev.deathhorizon.quest;198;2026-04-16 21:50 UTC;1956;0;0;0
Death Horizon- Reloaded (MR-Fix);Death Horizon- Reloaded (MR-Fix) v198+1.0 -VRP;com.mrf.dreamdev.deathhorizon.quest;198;2026-04-16 21:48 UTC;1956;0;0;0
Death Lap;Death Lap v936+9.36 -VRP;com.ozwe.deathlap;936;2026-04-16 21:52 UTC;1700;0;0;0
Deathjack;Deathjack v52+1.0.1 -VRP v76;br.com.tapps.deathjackgearvr;52;2026-04-16 01:12 UTC;149;0;0;0
Deep Cuts;Deep Cuts v201326+1.1.3271 -VRP v76;com.scythedevteam.containmentprotocol;201326;2026-04-16 21:52 UTC;8892;0;0;0
Deep Space Dilemmas;Deep Space Dilemmas v31+3.1 -VRP v76;com.codenrama.dsd;31;2026-04-16 21:52 UTC;3811;0;0;0
Deer Dash;Deer Dash v1+1 -VRP v76;com.zigagames.xmasrushvr;1;2026-04-16 00:50 UTC;600;0;0;0
Defibrillator Simulator;Defibrillator Simulator v109+1.0.9 -VRP v76;com.chalkbites.defibrillatorquest;109;2026-04-16 00:50 UTC;323;0;0;0
Deisim;Deisim v520+1.57.520 -JF;com.myronsoftware.deisim;520;2026-06-07 06:55 UTC;534;0;0;0
Demeo;Demeo v142040696+1.42.40696-release -JF;com.resolutiongames.demeo;142040696;2026-05-06 21:13 UTC;4309;0;0;0
Demeo Battles;Demeo Battles v212040678+2.12.40678-release -JF;com.resolutiongames.demeopvp;212040678;2026-05-05 09:57 UTC;3733;0;0;0
Demeo Battles (MR-Fix);Demeo Battles (MR-Fix) v212040678+2.12.40678-release -JF;com.mrf.resolutiongames.demeopvp;212040678;2026-05-05 09:57 UTC;3840;0;0;0
Demeo x Dungeons & Dragons- Battlemarked;Demeo x Dungeons & Dragons- Battlemarked v600035766+6.0.35766-release -JF;com.resolutiongames.jade;600035766;2026-06-24 08:46 UTC;3558;0;0;0
Demeter;Demeter v53+1.1.0 -VRP v76;com.novelab.demeter;53;2026-04-16 22:03 UTC;1449;0;0;0
Demeter (MR-Fix);Demeter (MR-Fix) v51+1.0.1 -VRP v76;com.mrf.novelab.demeter;51;2026-04-16 01:26 UTC;1449;0;0;0
Demon Destroyer;Demon Destroyer v2+1.0.1 -JF;com.estisoft.demondestroyer;2;2026-04-26 10:44 UTC;51;0;0;0
Denture Care Simulator;Denture Care Simulator v17+2.0 -VRP;com.holopundits.denturecaresimulator;17;2026-04-16 01:11 UTC;226;0;0;0
Descending;Descending v5+1.62 -VRP v76;com.dungeongames.descending;5;2026-04-16 00:51 UTC;823;0;0;0
Descent Alps;Descent Alps v44+0.5.3 -VRP v76;com.sutur.descentalps;44;2026-04-16 00:51 UTC;429;0;0;0
Desert Ambush VR: Hold the Line!;Desert Ambush VR Hold the Line! v43+1.4.43 -VRP v76;com.ultrafungames.holdtheline1;43;2026-04-16 22:05 UTC;2237;0;0;0
Desperate- Vladivostok;Desperate- Vladivostok v65+1.0 -VRP v76;com.pm.vladivostok;65;2026-04-16 22:06 UTC;2237;0;0;0
Destroy the Asteroids;Destroy the Asteroids v1+0.1.0 -VRP v76;com.ra.games.destroytheasteroids;1;2026-04-16 00:52 UTC;169;0;0;0
Detective Roy;Detective Roy v1+1.0 -VRP v76;com.nexgits.detectiveroy;1;2026-04-16 00:53 UTC;262;0;0;0
Detective VR;Detective VR v200137+1.15 -VRP;com.chipoyjuan.releaseversiondetectivevr;200137;2026-04-16 00:53 UTC;0;0;0;0
Detective VR (MR-Fix);Detective VR (MR-Fix) v200137+1.15 -VRP;com.mrf.chipoyjuan.releaseversiondetectivevr;200137;2026-04-16 22:06 UTC;1560;0;0;0
Detective Winston Wayne;Detective Winston Wayne v10+2 -VRP v76;com.somniumporta.detectiveww;10;2026-04-16 01:24 UTC;2223;0;0;0
Deus Ex Machina- Episode 1;Deus Ex Machina- Episode 1 v5+1.5 -VRP v76;com.looksten.dem_q_ep100;5;2026-04-16 01:33 UTC;1439;0;0;0
Dice Roller;Dice Roller v201+2.01 -VRP v76;com.dice.strategy.puzzle;201;2026-04-16 00:53 UTC;383;0;0;0
Diet Smash;Diet Smash v9+1.0 -VRP v76;com.yjmgames.dietsmash;9;2026-04-16 01:00 UTC;346;0;0;0
Dig To Escape;Dig To Escape v16+1.02 -VRP;com.kandk.digtoescape;16;2026-04-16 00:54 UTC;576;0;0;0
DIG VR;DIG VR v790+1.0.3 -VRP;com.justaddwater.digvr;790;2026-04-16 21:34 UTC;2311;0;0;0
Dimensional Defender;Dimensional Defender v3+1.0.2 -VRP v76;com.delabrestudios.dimensionaldefender;3;2026-04-16 01:14 UTC;284;0;0;0
Dimensional Double Shift;Dimensional Double Shift v16824+1.12.77068 -JF;com.owlchemylabs.coral;16824;2026-05-31 20:29 UTC;2472;0;0;0
Dino Hab;Dino Hab v55+1.10 -VRP v76;com.ninjas.dinohab;55;2026-04-16 00:59 UTC;0;0;0;0
Dino Hab (MR-Fix);Dino Hab (MR-Fix) v55+1.10 -VRP v76;com.mrf.ninjas.dinohab;55;2026-04-16 01:35 UTC;847;0;0;0
DinoPlanet;DinoPlanet v17+1.0.0 -VRP v76;com.berell.dinoplanet;17;2026-04-16 00:59 UTC;945;0;0;0
Dinosaur Garden;Dinosaur Garden v7+1.0 -VRP;com.digitalsolutions.dinosaur;7;2026-04-16 01:34 UTC;430;0;0;0
DINOSAUR ISLAND;DINOSAUR ISLAND v45+1.7.5 -VRP v76;com.lakento.dinosquest;45;2026-04-16 00:36 UTC;1106;0;0;0
Dinosaur Prehistoric Hunter VR;Dinosaur Prehistoric Hunter VR v9+0.9 -JF;com.ascendrixstudio.dinosaurprehistorichuntervr;9;2026-05-07 15:45 UTC;772;0;0;0
Diorama Maker;Diorama Maker v17+0.17 -JF;com.sheyper.dioramamaker;17;2026-06-21 21:21 UTC;131;0;0;0
Directive Nine;Directive Nine v5+0.2.3 -VRP;com.rooftoppanda.directivenine;5;2026-04-16 01:00 UTC;121;0;0;0
Disc Benders- Ace Run;Disc Benders- Ace Run v14+1.3.32 -VRP v76;com.freefallstudios.discbenders;14;2026-04-16 01:11 UTC;596;0;0;0
Disc Frenzy;Disc Frenzy v561+0.6.60 -VRP;com.supraorbital.studios.disc.frenzy;561;2026-04-16 22:07 UTC;1701;0;0;0
Disc Golf- Hyzer Flip;Disc Golf- Hyzer Flip v24+1.2.7 -VRP v76;com.profinteractive.discgolf;24;2026-04-16 01:01 UTC;561;0;0;0
Disc Ninja;Disc Ninja v1071+Q.1071 -VRP v76;com.immersion.ninjachallenge;1071;2026-04-16 01:01 UTC;924;0;0;0
DiscGolfVR;DiscGolfVR v1+0.1 -VRP v76;com.alexv.discgolfvr;1;2026-04-16 01:03 UTC;132;0;0;0
Discovery;Discovery v49+0.1.9.1 -VRP v76;com.noowanda.discovery;49;2026-04-16 01:03 UTC;169;0;0;0
